title,ott
이미테이션 게임,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70295172'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B4%25EB%25AF%25B8%25ED%2585%258C%25EC%259D%25B4%25EC%2585%2598_%25EA%25B2%258C%25EC%259E%2584?gl=KR%26hl=en%26id=eP8qX8XptLw'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1783636', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B4%25EB%25AF%25B8%25ED%2585%258C%25EC%259D%25B4%25EC%2585%2598_%25EA%25B2%258C%25EC%259E%2584?gl=KR%26hl=en%26id=eP8qX8XptLw'}}"
라스트 홈,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWvk10e'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000640', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2264931', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%259D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2599%2588?gl=KR%26hl=en%26id=Kf_s_7r7-4Y'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000640', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2264929', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%259D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2599%2588?gl=KR%26hl=en%26id=Kf_s_7r7-4Y'}}"
매드 맥스: 분노의 도로,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459', 'Watcha': 'https://watcha.com/contents/mWzVYBW'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1945419', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1904697'}}"
버드맨,"{'streaming': {'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.46ab8695-f544-89f1-405a-2a181068ae21', 'Watcha': 'https://watcha.com/contents/m5QqjP8'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011364', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B2%2584%25EB%2593%259C%25EB%25A7%25A8_%25EC%259E%2590%25EB%25A7%2589?gl=KR%26hl=en%26id=TbSbHcKheeg'}}"
스포트라이트,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5xJZE3'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000011159'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2215504'}}"
아메리칸 스나이퍼,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80013871'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011425'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EB%25A9%2594%25EB%25A6%25AC%25EC%25B9%25B8_%25EC%258A%25A4%25EB%2582%2598%25EC%259D%25B4%25ED%258D%25BC?gl=KR%26hl=en%26id=xNOjtfKLAH0', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011425'}}"
엑스 마키나,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80023689', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4_%25EB%25A7%2588%25ED%2582%25A4%25EB%2582%2598?gl=KR%26hl=en%26id=IdXvYM2V8o4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4_%25EB%25A7%2588%25ED%2582%25A4%25EB%2582%2598?gl=KR%26hl=en%26id=IdXvYM2V8o4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}}"
인터스텔라,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70305903', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422', 'Watcha': 'https://watcha.com/contents/mO2p7x5'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1797362', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1764442', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B8%25ED%2584%25B0%25EC%258A%25A4%25ED%2585%2594%25EB%259D%25BC?gl=KR%26hl=en%26id=hRhyJPmfoNg', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422'}}"
보이후드,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70301281', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Watcha': 'https://watcha.com/contents/mWvkk2b'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B3%25B4%25EC%259D%25B4%25ED%259B%2584%25EB%2593%259C?gl=KR%26hl=en%26id=tAdiBxS7xmQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1667000'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B3%25B4%25EC%259D%25B4%25ED%259B%2584%25EB%2593%259C?gl=KR%26hl=en%26id=tAdiBxS7xmQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1666999'}}"
본 투 비 블루,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80081276'}, 'rent': {}, 'buy': {}}"
내일을 위한 시간,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011250'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1734882'}}"
