title,ott
히든 페이스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70226539'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C3001_C300000011294'}, 'buy': {}}"
머니볼,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70201437'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A8%25B8%25EB%258B%2588%25EB%25B3%25BC?gl=KR%26hl=en%26id=Xh-QiYx_Rl8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011124', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2026959'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A8%25B8%25EB%258B%2588%25EB%25B3%25BC?gl=KR%26hl=en%26id=Xh-QiYx_Rl8', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1439554', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011124'}}"
ATM,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CL01_JY0000012357'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CL01_JY0000012357'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/ATM?gl=KR%26hl=en%26id=4NHkypEy0lQ.P'}}"
철의 여인,"{'streaming': {'Watcha': 'https://watcha.com/contents/mdEvBm5'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=509278', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25B2%25A0%25EC%259D%2598_%25EC%2597%25AC%25EC%259D%25B8?gl=KR%26hl=en%26id=ZBNxxvRBiE4'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=418282', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25B2%25A0%25EC%259D%2598_%25EC%2597%25AC%25EC%259D%25B8?gl=KR%26hl=en%26id=ZBNxxvRBiE4'}}"
헝거게임: 판엠의 불꽃,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70206672', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000037076', 'Watcha': 'https://watcha.com/contents/mdRKAD5'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000037076'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=464105', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2597%259D%25EA%25B1%25B0%25EA%25B2%258C%25EC%259E%2584_%25ED%258C%2590%25EC%2597%25A0%25EC%259D%2598_%25EB%25B6%2588%25EA%25BD%2583?gl=KR%26hl=en%26id=rqHXY15n-Wc'}}"
프로메테우스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70217911'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011323', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%2584%25EB%25A1%259C%25EB%25A9%2594%25ED%2585%258C%25EC%259A%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=XU_vTjDsnjg'}}"
언터처블: 1%의 우정,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C902_EE0000011304', 'Watcha': 'https://watcha.com/contents/mOgDkMd'}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2596%25B8%25ED%2584%25B0%25EC%25B2%2598%25EB%25B8%2594_1_%25EC%259D%2598_%25EC%259A%25B0%25EC%25A0%2595?gl=KR%26hl=en%26id=FARO4rv_ixM', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=409693'}}"
몬테 카를로,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70155534', 'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.a6af76ff-1c3b-494d-a08e-3674862691c2', 'Watcha': 'https://watcha.com/contents/m5n70nW'}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1619356', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25AC%25ED%2585%258C_%25EC%25B9%25B4%25EB%25A5%25BC%25EB%25A1%259C?gl=KR%26hl=en%26id=mmZXeLgcRRY'}}"
모비딕,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81498450', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000045', 'Watcha': 'https://watcha.com/contents/mWLVrpd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000045', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4821980', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25A8%25EB%25B9%2584%25EB%2594%2595?gl=KR%26hl=en%26id=aIqdik-cTaU.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3159660', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25A8%25EB%25B9%2584%25EB%2594%2595?gl=KR%26hl=en%26id=aIqdik-cTaU.P'}}"
레미제라블,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70244167', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%25AF%25B8%25EC%25A0%259C%25EB%259D%25BC%25EB%25B8%2594?gl=KR%26hl=en%26id=D2wibFUsEic', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=589419'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%25AF%25B8%25EC%25A0%259C%25EB%259D%25BC%25EB%25B8%2594?gl=KR%26hl=en%26id=D2wibFUsEic', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=590149'}}"
유아 넥스트,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5QxrDd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_LX01_LX0000000711'}, 'buy': {}}"
루팡 3세 스페셜: 피의 각인 - 영원한 Mermaid,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80218317'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CR01_DN0000011178'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CR01_DN0000011178'}}"
마스터,"{'streaming': {}, 'rent': {}, 'buy': {}}"
신들의 전쟁,"{'streaming': {}, 'rent': {}, 'buy': {}}"
엑스맨: 퍼스트 클래스,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011262', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1559261', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4%25EB%25A7%25A8_%25ED%258D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2581%25B4%25EB%259E%2598%25EC%258A%25A4_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=kYE64Dgd5zE'}}"
아버지를 위한 노래,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70181626', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000019', 'Watcha': 'https://watcha.com/contents/mWJpE3d'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000019', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4821970'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3056435'}}"
더 씽,"{'streaming': {'Watcha': 'https://watcha.com/contents/mOooJZO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011614'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EC%2594%25BD?gl=KR%26hl=en%26id=w_ty9hhxsF8'}}"
저스티스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70135880', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000041'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000041', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A0%2580%25EC%258A%25A4%25ED%258B%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=5IIUXIC6U18'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A0%2580%25EC%258A%25A4%25ED%258B%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=5IIUXIC6U18'}}"
워리어,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000026266', 'Watcha': 'https://watcha.com/contents/m5a9AM5'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000026266'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=413086'}}"
호빗: 뜻밖의 여정,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_GM01_GM0000011111', 'Watcha': 'https://watcha.com/contents/m5Xxqp5'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25EB%25B9%2597_%25EB%259C%25BB%25EB%25B0%2596%25EC%259D%2598_%25EC%2597%25AC%25EC%25A0%2595?gl=KR%26hl=en%26id=M7RhB2rCPGc', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=597530', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011255'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25EB%25B9%2597_%25EB%259C%25BB%25EB%25B0%2596%25EC%259D%2598_%25EC%2597%25AC%25EC%25A0%2595?gl=KR%26hl=en%26id=M7RhB2rCPGc', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011255', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=590880'}}"
