title,ott
사바하,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81010699'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000090', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4051982', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2582%25AC%25EB%25B0%2594%25ED%2595%2598?gl=KR%26hl=en%26id=BQxpLBAV6sE.P'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000090', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4051980', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2582%25AC%25EB%25B0%2594%25ED%2595%2598?gl=KR%26hl=en%26id=BQxpLBAV6sE.P'}}"
레벨 16,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000890', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5778856'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000890', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5778855'}}"
호텔 뭄바이,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81039222', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012242', 'Watcha': 'https://watcha.com/contents/m5XKVr3'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012242', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25ED%2585%2594_%25EB%25AD%2584%25EB%25B0%2594%25EC%259D%25B4?gl=KR%26hl=en%26id=xx4EU1nW0Eg.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4233063', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25ED%2585%2594_%25EB%25AD%2584%25EB%25B0%2594%25EC%259D%25B4?gl=KR%26hl=en%26id=xx4EU1nW0Eg.P'}}"
어느 일란성 세 쌍둥이의 재회,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80240088'}, 'rent': {}, 'buy': {}}"
콜레트,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWLjDLk'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BD%259C%25EB%25A0%2588%25ED%258A%25B8?gl=KR%26hl=en%26id=SxA0wUaSflk.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4089826', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BD%259C%25EB%25A0%2588%25ED%258A%25B8?gl=KR%26hl=en%26id=SxA0wUaSflk.P'}}"
바쿠라우,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012773', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B0%2594%25EC%25BF%25A0%25EB%259D%25BC%25EC%259A%25B0?gl=KR%26hl=en%26id=IRBZzFHGXJw.P'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B0%2594%25EC%25BF%25A0%25EB%259D%25BC%25EC%259A%25B0?gl=KR%26hl=en%26id=IRBZzFHGXJw.P'}}"
더 프레데터,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011533', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%2594%2584%25EB%25A0%2588%25EB%258D%25B0%25ED%2584%25B0_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=gPunarlupV0'}}"
라스트 미션,"{'streaming': {}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4085012', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011567'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%259D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25EB%25AF%25B8%25EC%2585%2598?gl=KR%26hl=en%26id=7iWuPR6xr1o', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011567', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4085011'}}"
툼레이더,"{'streaming': {}, 'rent': {}, 'buy': {}}"
로켓맨,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81044418'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A1%259C%25EC%25BC%2593%25EB%25A7%25A8?gl=KR%26hl=en%26id=n-4PQ_RXVeU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011271', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4301995'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A1%259C%25EC%25BC%2593%25EB%25A7%25A8?gl=KR%26hl=en%26id=n-4PQ_RXVeU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011271', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4301994'}}"
드래곤 길들이기 3,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_3_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=KB_vEx6-cR8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011339', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4050056'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_3_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=KB_vEx6-cR8', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4050055', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011339'}}"
블랙클랜스맨,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B8%2594%25EB%259E%2599%25ED%2581%25B4%25EB%259E%259C%25EC%258A%25A4%25EB%25A7%25A8_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=n8iDRNdiq60', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011328', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3800055'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B8%2594%25EB%259E%2599%25ED%2581%25B4%25EB%259E%259C%25EC%258A%25A4%25EB%25A7%25A8_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=n8iDRNdiq60', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3800054'}}"
서던 리치: 소멸의 땅,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80206300'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2584%259C%25EB%258D%2598_%25EB%25A6%25AC%25EC%25B9%2598_%25EC%2586%258C%25EB%25A9%25B8%25EC%259D%2598_%25EB%2595%2585_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=h_BRb8eRbX0', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011268'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2584%259C%25EB%258D%2598_%25EB%25A6%25AC%25EC%25B9%2598_%25EC%2586%258C%25EB%25A9%25B8%25EC%259D%2598_%25EB%2595%2585_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=h_BRb8eRbX0', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011268'}}"
크리미널 스쿼드,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80196448', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000109882', 'Watcha': 'https://watcha.com/contents/mOPo03w'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000109882', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2581%25AC%25EB%25A6%25AC%25EB%25AF%25B8%25EB%2584%2590_%25EC%258A%25A4%25EC%25BF%25BC%25EB%2593%259C?gl=KR%26hl=en%26id=TSigO-tleq4'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3368379', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2581%25AC%25EB%25A6%25AC%25EB%25AF%25B8%25EB%2584%2590_%25EC%258A%25A4%25EC%25BF%25BC%25EB%2593%259C?gl=KR%26hl=en%26id=TSigO-tleq4'}}"
미래의 미라이,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000012402', 'Watcha': 'https://watcha.com/contents/mWqJwXK'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AF%25B8%25EB%259E%2598%25EC%259D%2598_%25EB%25AF%25B8%25EB%259D%25BC%25EC%259D%25B4_%25EB%258D%2594%25EB%25B9%2599?gl=KR%26hl=en%26id=dM2KmgsVmJM.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000012402'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AF%25B8%25EB%259E%2598%25EC%259D%2598_%25EB%25AF%25B8%25EB%259D%25BC%25EC%259D%25B4_%25EB%258D%2594%25EB%25B9%2599?gl=KR%26hl=en%26id=dM2KmgsVmJM.P'}}"
더 보이,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EB%25B3%25B4%25EC%259D%25B4_Brightburn_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=B1rHGp9cvX0', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4273954'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EB%25B3%25B4%25EC%259D%25B4_Brightburn_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=B1rHGp9cvX0', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4345140', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011567'}}"
캣츠,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81140928'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BA%25A3%25EC%25B8%25A0?gl=KR%26hl=en%26id=RWbc6WDTA0w.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4811194'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BA%25A3%25EC%25B8%25A0?gl=KR%26hl=en%26id=RWbc6WDTA0w.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4811193'}}"
퍼시픽 림: 업라이징,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258D%25BC%25EC%258B%259C%25ED%2594%25BD_%25EB%25A6%25BC_%25EC%2597%2585%25EB%259D%25BC%25EC%259D%25B4%25EC%25A7%2595_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=k5R21UkSaDg', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011308', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3353836'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258D%25BC%25EC%258B%259C%25ED%2594%25BD_%25EB%25A6%25BC_%25EC%2597%2585%25EB%259D%25BC%25EC%259D%25B4%25EC%25A7%2595_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=k5R21UkSaDg', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3353835', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011308'}}"
하이 라이프,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81032217', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000123717'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000123717', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2595%2598%25EC%259D%25B4_%25EB%259D%25BC%25EC%259D%25B4%25ED%2594%2584?gl=KR%26hl=en%26id=93rFOTGQPQ8.P'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2595%2598%25EC%259D%25B4_%25EB%259D%25BC%25EC%259D%25B4%25ED%2594%2584?gl=KR%26hl=en%26id=93rFOTGQPQ8.P'}}"
굿 라이어,"{'streaming': {}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B5%25BF_%25EB%259D%25BC%25EC%259D%25B4%25EC%2596%25B4?gl=KR%26hl=en%26id=sZPZYgkWtqw.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4757512'}}"
퓨쳐 월드,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000011632', 'Watcha': 'https://watcha.com/contents/mdM4y7R'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000011632', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2593%25A8%25EC%25B3%2590_%25EC%259B%2594%25EB%2593%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=Z2Wmudox4WM'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3704985', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2593%25A8%25EC%25B3%2590_%25EC%259B%2594%25EB%2593%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=Z2Wmudox4WM'}}"
스카이스크래퍼,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258A%25A4%25EC%25B9%25B4%25EC%259D%25B4%25EC%258A%25A4%25ED%2581%25AC%25EB%259E%2598%25ED%258D%25BC_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=hQ961lWuFvk', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3559118'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258A%25A4%25EC%25B9%25B4%25EC%259D%25B4%25EC%258A%25A4%25ED%2581%25AC%25EB%259E%2598%25ED%258D%25BC_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=hQ961lWuFvk', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3559117', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011314'}}"
건지 감자껍질파이 북클럽,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80223371'}, 'rent': {}, 'buy': {}}"
울프 콜,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000012154', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4979388', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259A%25B8%25ED%2594%2584_%25EC%25BD%259C?gl=KR%26hl=en%26id=96tmxQxlxAk.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4971634', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259A%25B8%25ED%2594%2584_%25EC%25BD%259C?gl=KR%26hl=en%26id=96tmxQxlxAk.P'}}"
날씨의 아이,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81172898', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012463', 'Watcha': 'https://watcha.com/contents/m5nwoZ9'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012463'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5155604', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%25A0%25EC%2594%25A8%25EC%259D%2598_%25EC%2595%2584%25EC%259D%25B4_%25EB%258D%2594%25EB%25B9%2599?gl=KR%26hl=en%26id=_SCfBKeagxY.P'}}"
