title,ott
보헤미안 랩소디,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3928962', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B3%25B4%25ED%2597%25A4%25EB%25AF%25B8%25EC%2595%2588_%25EB%259E%25A9%25EC%2586%258C%25EB%2594%2594_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=hNuJ4izcIlY'}}"
플로리다 프로젝트,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80194388', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011339'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%258C%25EB%25A1%259C%25EB%25A6%25AC%25EB%258B%25A4_%25ED%2594%2584%25EB%25A1%259C%25EC%25A0%259D%25ED%258A%25B8?gl=KR%26hl=en%26id=owaMvtLSew4'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3339732', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%258C%25EB%25A1%259C%25EB%25A6%25AC%25EB%258B%25A4_%25ED%2594%2584%25EB%25A1%259C%25EC%25A0%259D%25ED%258A%25B8?gl=KR%26hl=en%26id=owaMvtLSew4'}}"
레디 플레이어 원,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%2594%2594_%25ED%2594%258C%25EB%25A0%2588%25EC%259D%25B4%25EC%2596%25B4_%25EC%259B%2590?gl=KR%26hl=en%26id=CFrQfadxXqQ.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3448644', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011542'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%2594%2594_%25ED%2594%258C%25EB%25A0%2588%25EC%259D%25B4%25EC%2596%25B4_%25EC%259B%2590?gl=KR%26hl=en%26id=CFrQfadxXqQ.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011542', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3406719'}}"
그린 북,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWyJ9BK'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000187', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4021296'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000187', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4021294'}}"
더 길티,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000012216', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EA%25B8%25B8%25ED%258B%25B0?gl=KR%26hl=en%26id=MRl8Qu2F5FY.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4088413', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EA%25B8%25B8%25ED%258B%25B0?gl=KR%26hl=en%26id=MRl8Qu2F5FY.P'}}"
메이즈 러너: 데스 큐어,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3283018', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A9%2594%25EC%259D%25B4%25EC%25A6%2588_%25EB%259F%25AC%25EB%2584%2588_%25EB%258D%25B0%25EC%258A%25A4_%25ED%2581%2590%25EC%2596%25B4_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=2noH4ZoA8lU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011462'}}"
위대한 쇼맨,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011459', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3228269', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259C%2584%25EB%258C%2580%25ED%2595%259C_%25EC%2587%25BC%25EB%25A7%25A8_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=Xg0IY-rRzAE'}}"
스파이더맨: 뉴 유니버스,"{'streaming': {'Watcha': 'https://watcha.com/contents/md76rkk'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258A%25A4%25ED%258C%258C%25EC%259D%25B4%25EB%258D%2594%25EB%25A7%25A8_%25EB%2589%25B4_%25EC%259C%25A0%25EB%258B%2588%25EB%25B2%2584%25EC%258A%25A4?gl=KR%26hl=en%26id=k1gK0c5o1Jw', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011560', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3974061'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258A%25A4%25ED%258C%258C%25EC%259D%25B4%25EB%258D%2594%25EB%25A7%25A8_%25EB%2589%25B4_%25EC%259C%25A0%25EB%258B%2588%25EB%25B2%2584%25EC%258A%25A4?gl=KR%26hl=en%26id=k1gK0c5o1Jw', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3985218', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011560'}}"
더 큐어,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80103726'}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%2581%2590%25EC%2596%25B4?gl=KR%26hl=en%26id=TnyAEy3g-t0'}}"
다키스트 마인드,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3664133', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258B%25A4%25ED%2582%25A4%25EC%258A%25A4%25ED%258A%25B8_%25EB%25A7%2588%25EC%259D%25B8%25EB%2593%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=PJXDex2Cai4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011532'}}"
셰이프 오브 워터: 사랑의 모양,"{'streaming': {}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2585%25B0%25EC%259D%25B4%25ED%2594%2584_%25EC%2598%25A4%25EB%25B8%258C_%25EC%259B%258C%25ED%2584%25B0_%25EC%2582%25AC%25EB%259E%2591%25EC%259D%2598_%25EB%25AA%25A8%25EC%2596%2591_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=mfcLu5Cw6v8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011464'}}"
미션 임파서블: 폴아웃,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AF%25B8%25EC%2585%2598_%25EC%259E%2584%25ED%258C%258C%25EC%2584%259C%25EB%25B8%2594_%25ED%258F%25B4%25EC%2595%2584%25EC%259B%2583_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=2Sun2DShyrI', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3608887', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011257'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AF%25B8%25EC%2585%2598_%25EC%259E%2584%25ED%258C%258C%25EC%2584%259C%25EB%25B8%2594_%25ED%258F%25B4%25EC%2595%2584%25EC%259B%2583_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=2Sun2DShyrI', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011257', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3608886'}}"
레이디스 나잇,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EC%259D%25B4%25EB%2594%2594%25EC%258A%25A4_%25EB%2582%2598%25EC%259E%2587_Rough_Night_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=JEkK4VS4TaI', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011496'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EC%259D%25B4%25EB%2594%2594%25EC%258A%25A4_%25EB%2582%2598%25EC%259E%2587_Rough_Night_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=JEkK4VS4TaI', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011496'}}"
독전,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWLjDm6'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258F%2585%25EC%25A0%2584_%25EC%259D%25B5%25EC%258A%25A4%25ED%2585%2590%25EB%2594%2594%25EB%2593%259C_%25EC%25BB%25B7?gl=KR%26hl=en%26id=QKPcMAeOtYY', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000012064'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258F%2585%25EC%25A0%2584_%25EC%259D%25B5%25EC%258A%25A4%25ED%2585%2590%25EB%2594%2594%25EB%2593%259C_%25EC%25BB%25B7?gl=KR%26hl=en%26id=QKPcMAeOtYY', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3463712'}}"
베일리 어게인,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5XMQbL'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CW01_CW0000011267', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3823940'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4448357', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B2%25A0%25EC%259D%25BC%25EB%25A6%25AC_%25EC%2596%25B4%25EA%25B2%258C%25EC%259D%25B8_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=wg1IRtITtWI'}}"
팬텀 스레드,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258C%25AC%25ED%2585%2580_%25EC%258A%25A4%25EB%25A0%2588%25EB%2593%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=tynbFpuPVx8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011307', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3328482'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258C%25AC%25ED%2585%2580_%25EC%258A%25A4%25EB%25A0%2588%25EB%2593%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=tynbFpuPVx8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011307', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3328481'}}"
버닝,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81015498', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000109972'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B2%2584%25EB%258B%259D?gl=KR%26hl=en%26id=P9XOvvrHdmo'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4578892', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B2%2584%25EB%258B%259D?gl=KR%26hl=en%26id=P9XOvvrHdmo'}}"
블레이드 러너 2049,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80185760', 'Watcha': 'https://watcha.com/contents/m5ng0DW'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B8%2594%25EB%25A0%2588%25EC%259D%25B4%25EB%2593%259C_%25EB%259F%25AC%25EB%2584%2588_2049_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=0ciHkP5O0-I', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011506', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3145001'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B8%2594%25EB%25A0%2588%25EC%259D%25B4%25EB%2593%259C_%25EB%259F%25AC%25EB%2584%2588_2049_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=0ciHkP5O0-I', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3144593', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011506'}}"
남한산성,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80216781', 'Watcha': 'https://watcha.com/contents/mOo0DqZ'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000038', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3067992', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%25A8%25ED%2595%259C%25EC%2582%25B0%25EC%2584%25B1?gl=KR%26hl=en%26id=Bf1Lb43vwZY'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000038', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3067990', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%25A8%25ED%2595%259C%25EC%2582%25B0%25EC%2584%25B1?gl=KR%26hl=en%26id=Bf1Lb43vwZY'}}"
존 윅: 리로드,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C3001_C300000011520'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C3001_C300000011520'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A1%25B4_%25EC%259C%2585_%25EB%25A6%25AC%25EB%25A1%259C%25EB%2593%259C?gl=KR%26hl=en%26id=nlnPjlq83uA'}}"
바이스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81203755', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000012523'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000012523', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B0%2594%25EC%259D%25B4%25EC%258A%25A4?gl=KR%26hl=en%26id=hxddvtCgplw.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4150009', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B0%2594%25EC%259D%25B4%25EC%258A%25A4?gl=KR%26hl=en%26id=hxddvtCgplw.P'}}"
원더 우먼,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80157091'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259B%2590%25EB%258D%2594_%25EC%259A%25B0%25EB%25A8%25BC?gl=KR%26hl=en%26id=KcmT1IKKbf4.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2933860', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011525'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259B%2590%25EB%258D%2594_%25EC%259A%25B0%25EB%25A8%25BC?gl=KR%26hl=en%26id=KcmT1IKKbf4.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011525', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2872848'}}"
인스턴트 패밀리,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B8%25EC%258A%25A4%25ED%2584%25B4%25ED%258A%25B8_%25ED%258C%25A8%25EB%25B0%2580%25EB%25A6%25AC?gl=KR%26hl=en%26id=VT9sHGt-lXs.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011262', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4048101'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B8%25EC%258A%25A4%25ED%2584%25B4%25ED%258A%25B8_%25ED%258C%25A8%25EB%25B0%2580%25EB%25A6%25AC?gl=KR%26hl=en%26id=VT9sHGt-lXs.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011262', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4048100'}}"
너의 결혼식,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81031586', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000112996', 'Watcha': 'https://watcha.com/contents/mdKBpoY'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000112996'}, 'buy': {}}"
오리엔트 특급 살인,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3176932', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2598%25A4%25EB%25A6%25AC%25EC%2597%2594%25ED%258A%25B8_%25ED%258A%25B9%25EA%25B8%2589_%25EC%2582%25B4%25EC%259D%25B8_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=0TFYDR2oKgw', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011457'}}"
레드 스패로,"{'streaming': {}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%2593%259C_%25EC%258A%25A4%25ED%258C%25A8%25EB%25A1%259C_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=Fn2mF8LwA8Y'}}"
거미줄에 걸린 소녀,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B1%25B0%25EB%25AF%25B8%25EC%25A4%2584%25EC%2597%2590_%25EA%25B1%25B8%25EB%25A6%25B0_%25EC%2586%258C%25EB%2585%2580_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=sD1zsf8_K4w', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011552', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3861452'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B1%25B0%25EB%25AF%25B8%25EC%25A4%2584%25EC%2597%2590_%25EA%25B1%25B8%25EB%25A6%25B0_%25EC%2586%258C%25EB%2585%2580_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=sD1zsf8_K4w', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3910645', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011552'}}"
디서비디언스,"{'streaming': {'Watcha': 'https://watcha.com/contents/mOo0Nly'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011527', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3600486'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3663836', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011527'}}"
