title,ott
주토피아,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2290479', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A3%25BC%25ED%2586%25A0%25ED%2594%25BC%25EC%2595%2584_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=aD67C_WDpd0'}}"
우리들,"{'streaming': {'Watcha': 'https://watcha.com/contents/mOo0P9a'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000543', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2497862', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259A%25B0%25EB%25A6%25AC%25EB%2593%25A4?gl=KR%26hl=en%26id=pGX8tv2mcT4'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000543', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2497861'}}"
데드풀,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80075562'}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%25B0%25EB%2593%259C%25ED%2592%2580?gl=KR%26hl=en%26id=a1sCPn3ehlc', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011418'}}"
터널,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80132626', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000087', 'Watcha': 'https://watcha.com/contents/m5ZXBo0'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000087', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=6585700', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2584%25B0%25EB%2584%2590?gl=KR%26hl=en%26id=Us-gLsNjEA8'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1609759', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2584%25B0%25EB%2584%2590?gl=KR%26hl=en%26id=JVm03DIV3K4'}}"
곡성,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2405447'}}"
인사이드 아웃,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1982517', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011345'}}"
신비한 동물사전,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EB%25B9%2584%25ED%2595%259C_%25EB%258F%2599%25EB%25AC%25BC%25EC%2582%25AC%25EC%25A0%2584?gl=KR%26hl=en%26id=tWCcwXI2eQk.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2646964', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011515'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EB%25B9%2584%25ED%2595%259C_%25EB%258F%2599%25EB%25AC%25BC%25EC%2582%25AC%25EC%25A0%2584?gl=KR%26hl=en%26id=tWCcwXI2eQk.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011515', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2607002'}}"
더 랍스터,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000078153'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000078153'}, 'buy': {}}"
브루클린,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011425', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2305299', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B8%258C%25EB%25A3%25A8%25ED%2581%25B4%25EB%25A6%25B0?gl=KR%26hl=en%26id=jCtOdIOdzK4'}}"
미스 슬로운,"{'streaming': {'Watcha': 'https://watcha.com/contents/md76JgM'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CW01_CW0000011134'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2743970', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AF%25B8%25EC%258A%25A4_%25EC%258A%25AC%25EB%25A1%259C%25EC%259A%25B4?gl=KR%26hl=en%26id=wzOrNwjsJNA'}}"
더 위치,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EC%259C%2584%25EC%25B9%2598?gl=KR%26hl=en%26id=nyKMc7mSIvc', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011269', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2426963'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25EC%259C%2584%25EC%25B9%2598?gl=KR%26hl=en%26id=nyKMc7mSIvc', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2426964'}}"
파운더,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011556', 'Watcha': 'https://watcha.com/contents/mOgBovM'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011556'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2783546', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258C%258C%25EC%259A%25B4%25EB%258D%2594?gl=KR%26hl=en%26id=9RCNW8EKWsw'}}"
위스키 탱고 폭스트롯,"{'streaming': {'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.aab8bd28-5b56-2bef-3db3-780454a9de06'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259C%2584%25EC%258A%25A4%25ED%2582%25A4_%25ED%2583%25B1%25EA%25B3%25A0_%25ED%258F%25AD%25EC%258A%25A4%25ED%258A%25B8%25EB%25A1%25AF?gl=KR%26hl=en%26id=QbVEUbazw5w', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011315', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2531775'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259C%2584%25EC%258A%25A4%25ED%2582%25A4_%25ED%2583%25B1%25EA%25B3%25A0_%25ED%258F%25AD%25EC%258A%25A4%25ED%258A%25B8%25EB%25A1%25AF?gl=KR%26hl=en%26id=QbVEUbazw5w', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011315', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2531774'}}"
그날의 분위기,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80196213', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000084', 'Watcha': 'https://watcha.com/contents/mO8XobO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000084', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5909731', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EB%2582%25A0%25EC%259D%2598_%25EB%25B6%2584%25EC%259C%2584%25EA%25B8%25B0?gl=KR%26hl=en%26id=UyL0QM798lc'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5909732', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EB%2582%25A0%25EC%259D%2598_%25EB%25B6%2584%25EC%259C%2584%25EA%25B8%25B0?gl=KR%26hl=en%26id=UyL0QM798lc'}}"
매드 맥스: 분노의 도로,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459', 'Watcha': 'https://watcha.com/contents/mWzVYBW'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1945419', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1904697'}}"
싱 스트리트,"{'streaming': {}, 'rent': {}, 'buy': {}}"
핵소 고지,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5m1vJx'}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2695985'}}"
스포트라이트,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5xJZE3'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000011159'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2215504'}}"
엑스 마키나,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80023689', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4_%25EB%25A7%2588%25ED%2582%25A4%25EB%2582%2598?gl=KR%26hl=en%26id=IdXvYM2V8o4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4_%25EB%25A7%2588%25ED%2582%25A4%25EB%2582%2598?gl=KR%26hl=en%26id=IdXvYM2V8o4', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011135'}}"
본 투 비 블루,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80081276'}, 'rent': {}, 'buy': {}}"
로우,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A1%259C%25EC%259A%25B0_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=PEcuj-MD6nQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011675'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A1%259C%25EC%259A%25B0_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=PEcuj-MD6nQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011675'}}"
클로버필드 10번지,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80082850', 'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.32b55171-3ee9-bc4c-4e3e-45f781ed27b4'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2581%25B4%25EB%25A1%259C%25EB%25B2%2584%25ED%2595%2584%25EB%2593%259C_10%25EB%25B2%2588%25EC%25A7%2580?gl=KR%26hl=en%26id=OVzTFcs65uE', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2276251'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2581%25B4%25EB%25A1%259C%25EB%25B2%2584%25ED%2595%2584%25EB%2593%259C_10%25EB%25B2%2588%25EC%25A7%2580?gl=KR%26hl=en%26id=OVzTFcs65uE', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2276250'}}"
너의 이름은.,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80161371', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000011879', 'Watcha': 'https://watcha.com/contents/mOo0PkN'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CK01_TCO000011879', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2584%2588%25EC%259D%2598_%25EC%259D%25B4%25EB%25A6%2584%25EC%259D%2580_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=DegUV-ZWwr8'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2909331', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2584%2588%25EC%259D%2598_%25EC%259D%25B4%25EB%25A6%2584%25EC%259D%2580_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=DegUV-ZWwr8'}}"
엑스맨: 아포칼립스,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_TW01_TW0000000255', 'Watcha': 'https://watcha.com/contents/mOPVE8D'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_TW01_TW0000000255'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011428', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2448166', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2597%2591%25EC%258A%25A4%25EB%25A7%25A8_%25EC%2595%2584%25ED%258F%25AC%25EC%25B9%25BC%25EB%25A6%25BD%25EC%258A%25A4_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=yo05fntHN1s'}}"
모아나,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2645176', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25AA%25A8%25EC%2595%2584%25EB%2582%2598_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=Oj8Pz2VH2aA'}}"
콜로니아,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011239'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011239', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BD%259C%25EB%25A1%259C%25EB%258B%2588%25EC%2595%2584?gl=KR%26hl=en%26id=pnf7y1fHu-Q'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2739383', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25BD%259C%25EB%25A1%259C%25EB%258B%2588%25EC%2595%2584?gl=KR%26hl=en%26id=pnf7y1fHu-Q'}}"
쥬라기 월드,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80029196', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011244', 'Watcha': 'https://watcha.com/contents/mdM3emW'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A5%25AC%25EB%259D%25BC%25EA%25B8%25B0_%25EC%259B%2594%25EB%2593%259C?gl=KR%26hl=en%26id=JxLbzJo9xLk', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011244', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1871068'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A5%25AC%25EB%259D%25BC%25EA%25B8%25B0_%25EC%259B%2594%25EB%2593%259C?gl=KR%26hl=en%26id=JxLbzJo9xLk', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1871067', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011244'}}"
아가씨,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80113804'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000046', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EA%25B0%2580%25EC%2594%25A8?gl=KR%26hl=en%26id=n3zgSUqGtqk'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000046', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EA%25B0%2580%25EC%2594%25A8?gl=KR%26hl=en%26id=n3zgSUqGtqk'}}"
뷰티 인사이드,"{'streaming': {}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5542571', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B7%25B0%25ED%258B%25B0_%25EC%259D%25B8%25EC%2582%25AC%25EC%259D%25B4%25EB%2593%259C?gl=KR%26hl=en%26id=9elgVLfZVs8.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5542570', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B7%25B0%25ED%258B%25B0_%25EC%259D%25B8%25EC%2582%25AC%25EC%259D%25B4%25EB%2593%259C?gl=KR%26hl=en%26id=9elgVLfZVs8.P'}}"
"나, 다니엘 블레이크","{'streaming': {'Watcha': 'https://watcha.com/contents/mOPomg7'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%2598_%25EB%258B%25A4%25EB%258B%2588%25EC%2597%2598_%25EB%25B8%2594%25EB%25A0%2588%25EC%259D%25B4%25ED%2581%25AC?gl=KR%26hl=en%26id=xAltPs3mMBs', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CU01_DL0000011241'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%2598_%25EB%258B%25A4%25EB%258B%2588%25EC%2597%2598_%25EB%25B8%2594%25EB%25A0%2588%25EC%259D%25B4%25ED%2581%25AC?gl=KR%26hl=en%26id=xAltPs3mMBs'}}"
더 퍼지: 심판의 날,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011274'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594%25ED%258D%25BC%25EC%25A7%2580_%25EC%258B%25AC%25ED%258C%2590%25EC%259D%2598%25EB%2582%25A0?gl=KR%26hl=en%26id=hr74Pv08O0Y.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011274'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594%25ED%258D%25BC%25EC%25A7%2580_%25EC%258B%25AC%25ED%258C%2590%25EC%259D%2598%25EB%2582%25A0?gl=KR%26hl=en%26id=hr74Pv08O0Y.P', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011274'}}"
로그 원: 스타워즈 스토리,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2716768', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A1%259C%25EA%25B7%25B8_%25EC%259B%2590_%25EC%258A%25A4%25ED%2583%2580%25EC%259B%258C%25EC%25A6%2588_%25EC%258A%25A4%25ED%2586%25A0%25EB%25A6%25AC_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=hd4t9DPZYmw'}}"
사도,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80078689', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000080', 'Watcha': 'https://watcha.com/contents/mO0g2Yx'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000080', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5635038', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2582%25AC%25EB%258F%2584?gl=KR%26hl=en%26id=YHUqJSAWQoE.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5635037', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2582%25AC%25EB%258F%2584?gl=KR%26hl=en%26id=YHUqJSAWQoE.P'}}"
차이나타운,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80196152', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000071240'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000071240'}, 'buy': {}}"
터미네이터: 제니시스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80031634', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CI01_LE0000011157', 'Watcha': 'https://watcha.com/contents/m5QPBDd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CI01_LE0000011157', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1903643', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2584%25B0%25EB%25AF%25B8%25EB%2584%25A4%25EC%259D%25B4%25ED%2584%25B0_%25EC%25A0%259C%25EB%258B%2588%25EC%258B%259C%25EC%258A%25A4?gl=KR%26hl=en%26id=G0GnuyyJIXo'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1903642'}}"
