title,ott
아르고,"{'streaming': {}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EB%25A5%25B4%25EA%25B3%25A0?gl=KR%26hl=en%26id=LBRaf32FAew', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=577894', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011126'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EB%25A5%25B4%25EA%25B3%25A0?gl=KR%26hl=en%26id=LBRaf32FAew', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011126', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=577893'}}"
신세계,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70270998', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011366'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011366', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EC%2584%25B8%25EA%25B3%2584?gl=KR%26hl=en%26id=3CVvRapAMGE'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=6041551', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EC%2584%25B8%25EA%25B3%2584?gl=KR%26hl=en%26id=3CVvRapAMGE'}}"
그녀,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWyzmNO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CW01_CW0000011308', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4329702'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EB%2585%2580_%25EC%2584%25B9%25EC%258A%25A4%25EC%259D%2598_%25EC%258B%259C%25EC%259E%2591?gl=KR%26hl=en%26id=MGZ9Ypz4lMk', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4448340'}}"
더 퍼지,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70265234', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580?gl=KR%26hl=en%26id=hBMsXIqmU6E', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580?gl=KR%26hl=en%26id=hBMsXIqmU6E', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}}"
ATM,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CL01_JY0000012357'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CL01_JY0000012357'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/ATM?gl=KR%26hl=en%26id=4NHkypEy0lQ.P'}}"
헝거게임: 판엠의 불꽃,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70206672', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000037076', 'Watcha': 'https://watcha.com/contents/mdRKAD5'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000037076'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=464105', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2597%259D%25EA%25B1%25B0%25EA%25B2%258C%25EC%259E%2584_%25ED%258C%2590%25EC%2597%25A0%25EC%259D%2598_%25EB%25B6%2588%25EA%25BD%2583?gl=KR%26hl=en%26id=rqHXY15n-Wc'}}"
베를린,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70270715', 'Watcha': 'https://watcha.com/contents/m5D2MDO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000013', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=622173'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000013', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=618154'}}"
스토리 오브 루크,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70272288'}, 'rent': {}, 'buy': {}}"
프로메테우스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70217911'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011323', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%2584%25EB%25A1%259C%25EB%25A9%2594%25ED%2585%258C%25EC%259A%25B0%25EC%258A%25A4?gl=KR%26hl=en%26id=XU_vTjDsnjg'}}"
아이언맨 3,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011250', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1120615', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EC%259D%25B4%25EC%2596%25B8%25EB%25A7%25A8_3?gl=KR%26hl=en%26id=zrfxAYXoigs'}}"
레미제라블,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70244167', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%25AF%25B8%25EC%25A0%259C%25EB%259D%25BC%25EB%25B8%2594?gl=KR%26hl=en%26id=D2wibFUsEic', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=589419'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%2588%25EB%25AF%25B8%25EC%25A0%259C%25EB%259D%25BC%25EB%25B8%2594?gl=KR%26hl=en%26id=D2wibFUsEic', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011188', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=590149'}}"
월터의 상상은 현실이 된다,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70243458'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011352', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1626602', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259B%2594%25ED%2584%25B0%25EC%259D%2598_%25EC%2583%2581%25EC%2583%2581%25EC%259D%2580_%25ED%2598%2584%25EC%258B%25A4%25EC%259D%25B4_%25EB%2590%259C%25EB%258B%25A4?gl=KR%26hl=en%26id=tddcY9I78xs'}}"
마스터,"{'streaming': {}, 'rent': {}, 'buy': {}}"
겨울왕국,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011240', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1463534', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B2%25A8%25EC%259A%25B8%25EC%2599%2595%25EA%25B5%25AD_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=gTgy45QMOGA'}}"
어바웃 타임,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70261674', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011177'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2596%25B4%25EB%25B0%2594%25EC%259B%2583_%25ED%2583%2580%25EC%259E%2584?gl=KR%26hl=en%26id=d7diQh1B_pU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011177', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1402314'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2596%25B4%25EB%25B0%2594%25EC%259B%2583_%25ED%2583%2580%25EC%259E%2584?gl=KR%26hl=en%26id=d7diQh1B_pU', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011177', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1398956'}}"
호빗: 뜻밖의 여정,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_GM01_GM0000011111', 'Watcha': 'https://watcha.com/contents/m5Xxqp5'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25EB%25B9%2597_%25EB%259C%25BB%25EB%25B0%2596%25EC%259D%2598_%25EC%2597%25AC%25EC%25A0%2595?gl=KR%26hl=en%26id=M7RhB2rCPGc', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=597530', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011255'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2598%25B8%25EB%25B9%2597_%25EB%259C%25BB%25EB%25B0%2596%25EC%259D%2598_%25EC%2597%25AC%25EC%25A0%2595?gl=KR%26hl=en%26id=M7RhB2rCPGc', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011255', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=590880'}}"
첸나이 익스프레스,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70254350'}, 'rent': {}, 'buy': {}}"
평행이론: 도플갱어 살인,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011282', 'Watcha': 'https://watcha.com/contents/m5aVvxj'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CT01_MBC000011282'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2119870', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258F%2589%25ED%2596%2589%25EC%259D%25B4%25EB%25A1%25A0_%25EB%258F%2584%25ED%2594%258C%25EA%25B0%25B1%25EC%2596%25B4_%25EC%2582%25B4%25EC%259D%25B8?gl=KR%26hl=en%26id=LDKIzAqrnv8'}}"
캐빈 인 더 우즈,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70112368'}, 'rent': {}, 'buy': {}}"
월플라워,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5Y0qRd'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259B%2594%25ED%2594%258C%25EB%259D%25BC%25EC%259B%258C?gl=KR%26hl=en%26id=86eSNFVar2A.P', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=6019282'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=6019281', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259B%2594%25ED%2594%258C%25EB%259D%25BC%25EC%259B%258C?gl=KR%26hl=en%26id=86eSNFVar2A.P'}}"
