title,ott
그을린 사랑,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011825'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EC%259D%2584%25EB%25A6%25B0_%25EC%2582%25AC%25EB%259E%2591?gl=KR%26hl=en%26id=-W1wH98avRI'}}"
악마를 보았다,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000013324'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000013324'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2585%25EB%25A7%2588%25EB%25A5%25BC_%25EB%25B3%25B4%25EC%2595%2598%25EB%258B%25A4?gl=KR%26hl=en%26id=Fhz4Wkvj0ok'}}"
소셜 네트워크,"{'streaming': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143', 'Watcha': 'https://watcha.com/contents/mAOlrN5'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%258C%25EC%2585%259C_%25EB%2584%25A4%25ED%258A%25B8%25EC%259B%258C%25ED%2581%25AC?gl=KR%26hl=en%26id=SKGYXwnA6L8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2026784'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2586%258C%25EC%2585%259C_%25EB%2584%25A4%25ED%258A%25B8%25EC%259B%258C%25ED%2581%25AC?gl=KR%26hl=en%26id=SKGYXwnA6L8', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1439555', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011143'}}"
아이언맨 2,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011180', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1120718', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EC%259D%25B4%25EC%2596%25B8%25EB%25A7%25A8_2?gl=KR%26hl=en%26id=9tf_YrfHItM'}}"
렛 미 인,"{'streaming': {}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5764580', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%259B_%25EB%25AF%25B8_%25EC%259D%25B8?gl=KR%26hl=en%26id=2AFuiQkPnm4.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=5764581', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25A0%259B_%25EB%25AF%25B8_%25EC%259D%25B8?gl=KR%26hl=en%26id=2AFuiQkPnm4.P'}}"
코렐라인: 비밀의 문,"{'streaming': {}, 'rent': {}, 'buy': {}}"
버레스크,"{'streaming': {'Watcha': 'https://watcha.com/contents/m5n7gnW'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011140', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2027045'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1437614', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011140'}}"
드래그 미 투 헬,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWzwEVO'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B7%25B8_%25EB%25AF%25B8_%25ED%2588%25AC_%25ED%2597%25AC?gl=KR%26hl=en%26id=EJCstMSMoVE'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B7%25B8_%25EB%25AF%25B8_%25ED%2588%25AC_%25ED%2597%25AC_%25EC%259E%2590%25EB%25A7%2589%25ED%258C%2590?gl=KR%26hl=en%26id=9NaAjqaDUa4'}}"
디센트: Part 2,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_WV01_WV000000002'}, 'buy': {}}"
터커 & 데일 vs 이블,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011716'}, 'buy': {}}"
특별시 사람들,"{'streaming': {'Netflix': 'http://www.netflix.com/title/81498456'}, 'rent': {}, 'buy': {}}"
드래곤 길들이기,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70109893', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011295'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=-_M68EYccA8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011319', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3444342'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2593%259C%25EB%259E%2598%25EA%25B3%25A4_%25EA%25B8%25B8%25EB%2593%25A4%25EC%259D%25B4%25EA%25B8%25B0_%25EB%258D%2594%25EB%25B9%2599%25ED%258C%2590?gl=KR%26hl=en%26id=-_M68EYccA8', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011319', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3444340'}}"
바스터즈: 거친 녀석들,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70108777', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011210'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B1%25B0%25EC%25B9%259C_%25EB%2585%2580%25EC%2584%259D%25EB%2593%25A4?gl=KR%26hl=en%26id=zWPkpRUiiyk', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011210'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2311138', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B1%25B0%25EC%25B9%259C_%25EB%2585%2580%25EC%2584%259D%25EB%2593%25A4?gl=KR%26hl=en%26id=zWPkpRUiiyk', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011210'}}"
메가마인드,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70120612'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011578', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3445512'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011578', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3445510'}}"
점프,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70158361'}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%25A0%2590%25ED%2594%2584?gl=KR%26hl=en%26id=EiijqKjzhtc'}}"
페르시아의 왕자: 시간의 모래,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011115', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=407512', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%258E%2598%25EB%25A5%25B4%25EC%258B%259C%25EC%2595%2584%25EC%259D%2598_%25EC%2599%2595%25EC%259E%2590_%25EC%258B%259C%25EA%25B0%2584%25EC%259D%2598_%25EB%25AA%25A8%25EB%259E%2598?gl=KR%26hl=en%26id=OwybH7wrO-M'}}"
어웨이 위 고,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011464', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3422109'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011464', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=3422108'}}"
나잇 & 데이,"{'streaming': {'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.8caf2c68-7d3f-4620-5c61-385bca00bdb2', 'Watcha': 'https://watcha.com/contents/mdBzJ2d'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011316', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1622501'}}"
백야행: 하얀 어둠 속을 걷다,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80117078'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000241'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000241'}}"
굿모닝 에브리원,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70122644', 'Watcha': 'https://watcha.com/contents/mO2MjxW'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011148', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1782473'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011148', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1782472'}}"
