title,ott
스토커,"{'streaming': {}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258A%25A4%25ED%2586%25A0%25EC%25BB%25A4?gl=KR%26hl=en%26id=DYg82Lk6fi0'}}"
더 퍼지: 거리의 반란,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70299747', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011510'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580_%25EA%25B1%25B0%25EB%25A6%25AC%25EC%259D%2598_%25EB%25B0%2598%25EB%259E%2580?gl=KR%26hl=en%26id=SwAgyaUbqlE', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011510'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580_%25EA%25B1%25B0%25EB%25A6%25AC%25EC%259D%2598_%25EB%25B0%2598%25EB%259E%2580?gl=KR%26hl=en%26id=SwAgyaUbqlE', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011510'}}"
나이트 크롤러,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_C901_SG0000127231', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%2598%25EC%259D%25B4%25ED%258A%25B8_%25ED%2581%25AC%25EB%25A1%25A4%25EB%259F%25AC?gl=KR%26hl=en%26id=0PvTZpNM7BA.P'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%2582%2598%25EC%259D%25B4%25ED%258A%25B8_%25ED%2581%25AC%25EB%25A1%25A4%25EB%259F%25AC?gl=KR%26hl=en%26id=0PvTZpNM7BA.P'}}"
가디언즈 오브 갤럭시,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011254', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1666584', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B0%2580%25EB%2594%2594%25EC%2596%25B8%25EC%25A6%2588_%25EC%2598%25A4%25EB%25B8%258C_%25EA%25B0%25A4%25EB%259F%25AD%25EC%258B%259C?gl=KR%26hl=en%26id=oKkHGFMJ148'}}"
신세계,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70270998', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011366'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CJ01_CA0000011366', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EC%2584%25B8%25EA%25B3%2584?gl=KR%26hl=en%26id=3CVvRapAMGE'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=6041551', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%258B%25A0%25EC%2584%25B8%25EA%25B3%2584?gl=KR%26hl=en%26id=3CVvRapAMGE'}}"
프랑켄슈타인: 불멸의 영웅,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70242805', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000069', 'Watcha': 'https://watcha.com/contents/mdjrLrd'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_SB01_SB0000000069', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4821855', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%2584%25EB%259E%2591%25EC%25BC%2584%25EC%258A%2588%25ED%2583%2580%25EC%259D%25B8_%25EB%25B6%2588%25EB%25A9%25B8%25EC%259D%2598_%25EC%2598%2581%25EC%259B%2585?gl=KR%26hl=en%26id=M_5UjV7ZkRk.P'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4408962', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25ED%2594%2584%25EB%259E%2591%25EC%25BC%2584%25EC%258A%2588%25ED%2583%2580%25EC%259D%25B8_%25EB%25B6%2588%25EB%25A9%25B8%25EC%259D%2598_%25EC%2598%2581%25EC%259B%2585?gl=KR%26hl=en%26id=M_5UjV7ZkRk.P'}}"
그랜드 부다페스트 호텔,"{'streaming': {}, 'rent': {}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EB%259E%259C%25EB%2593%259C_%25EB%25B6%2580%25EB%258B%25A4%25ED%258E%2598%25EC%258A%25A4%25ED%258A%25B8_%25ED%2598%25B8%25ED%2585%2594?gl=KR%26hl=en%26id=TbjRHA8WsCk', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011373'}}"
이미테이션 게임,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70295172'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B4%25EB%25AF%25B8%25ED%2585%258C%25EC%259D%25B4%25EC%2585%2598_%25EA%25B2%258C%25EC%259E%2584?gl=KR%26hl=en%26id=eP8qX8XptLw'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1783636', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B4%25EB%25AF%25B8%25ED%2585%258C%25EC%259D%25B4%25EC%2585%2598_%25EA%25B2%258C%25EC%259E%2584?gl=KR%26hl=en%26id=eP8qX8XptLw'}}"
라스트 홈,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWvk10e'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000640', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2264931', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%259D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2599%2588?gl=KR%26hl=en%26id=Kf_s_7r7-4Y'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000640', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=2264929', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%259D%25BC%25EC%258A%25A4%25ED%258A%25B8_%25ED%2599%2588?gl=KR%26hl=en%26id=Kf_s_7r7-4Y'}}"
그녀,"{'streaming': {'Watcha': 'https://watcha.com/contents/mWyzmNO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CW01_CW0000011308', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4329702'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EA%25B7%25B8%25EB%2585%2580_%25EC%2584%25B9%25EC%258A%25A4%25EC%259D%2598_%25EC%258B%259C%25EC%259E%2591?gl=KR%26hl=en%26id=MGZ9Ypz4lMk', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=4448340'}}"
더 퍼지,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70265234', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580?gl=KR%26hl=en%26id=hBMsXIqmU6E', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%258D%2594_%25ED%258D%25BC%25EC%25A7%2580?gl=KR%26hl=en%26id=hBMsXIqmU6E', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011583'}}"
버드맨,"{'streaming': {'Amazon Prime Video': 'https://app.primevideo.com/detail?gti=amzn1.dv.gti.46ab8695-f544-89f1-405a-2a181068ae21', 'Watcha': 'https://watcha.com/contents/m5QqjP8'}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011364', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B2%2584%25EB%2593%259C%25EB%25A7%25A8_%25EC%259E%2590%25EB%25A7%2589?gl=KR%26hl=en%26id=TbSbHcKheeg'}}"
베를린,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70270715', 'Watcha': 'https://watcha.com/contents/m5D2MDO'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000013', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=622173'}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_EN01_EN000000013', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=618154'}}"
아메리칸 스나이퍼,"{'streaming': {'Netflix': 'http://www.netflix.com/title/80013871'}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011425'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EB%25A9%2594%25EB%25A6%25AC%25EC%25B9%25B8_%25EC%258A%25A4%25EB%2582%2598%25EC%259D%25B4%25ED%258D%25BC?gl=KR%26hl=en%26id=xNOjtfKLAH0', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011425'}}"
스토리 오브 루크,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70272288'}, 'rent': {}, 'buy': {}}"
인터스텔라,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70305903', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422', 'Watcha': 'https://watcha.com/contents/mO2p7x5'}, 'rent': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1797362', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1764443', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%259D%25B8%25ED%2584%25B0%25EC%258A%25A4%25ED%2585%2594%25EB%259D%25BC?gl=KR%26hl=en%26id=hRhyJPmfoNg', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011422'}}"
보이후드,"{'streaming': {'Netflix': 'http://www.netflix.com/title/70301281', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Watcha': 'https://watcha.com/contents/mWvkk2b'}, 'rent': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B3%25B4%25EC%259D%25B4%25ED%259B%2584%25EB%2593%259C?gl=KR%26hl=en%26id=tAdiBxS7xmQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1667000'}, 'buy': {'Google Play Movies': 'https://play.google.com/store/movies/details/%25EB%25B3%25B4%25EC%259D%25B4%25ED%259B%2584%25EB%2593%259C?gl=KR%26hl=en%26id=tAdiBxS7xmQ', 'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011366', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1666999'}}"
내일을 위한 시간,"{'streaming': {}, 'rent': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CV01_KE0000011250'}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1734882'}}"
아이언맨 3,"{'streaming': {}, 'rent': {}, 'buy': {'wavve': 'https://www.wavve.com/player/movie?movieid=MV_CA01_DY0000011314', 'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1120615', 'Google Play Movies': 'https://play.google.com/store/movies/details/%25EC%2595%2584%25EC%259D%25B4%25EC%2596%25B8%25EB%25A7%25A8_3?gl=KR%26hl=en%26id=zrfxAYXoigs'}}"
모스트 원티드 맨,"{'streaming': {}, 'rent': {}, 'buy': {'Naver Store': 'http://serieson.naver.com/movie/detail.nhn?productNo=1607999'}}"
